geneId	geneSymbol	geneName	diseaseId	diseaseName	score	NumberOfPubmeds	associationType	source
2108	ETFA	electron-transfer-flavoprotein, alpha polypeptide	umls:C0268596	Multiple Acyl Coenzyme A Dehydrogenase Deficiency	0.421134018280375	6	Biomarker, GeneticVariation	BeFree, CTD_human, UNIPROT
2263	FGFR2	fibroblast growth factor receptor 2	umls:C0795998	Jackson-Weiss syndrome	0.421134018280375	4	Biomarker, GeneticVariation	BeFree, CTD_human, UNIPROT
2702	GJA5	gap junction protein, alpha 5, 40kDa	umls:C1838539	Atrial Standstill	0.421134018280375	4	Biomarker, GeneticVariation	BeFree, CTD_human, UNIPROT
56052	ALG1	ALG1, chitobiosyldiphosphodolichol beta-mannosyltransferase	umls:C2931005	Congenital disorder of glycosylation type 1K	0.421134018280375	4	Biomarker, GeneticVariation	BeFree, CTD_human, UNIPROT
57465	TBC1D24	TBC1 domain family, member 24	umls:C0917800	MYOCLONIC EPILEPSY, FAMILIAL INFANTILE	0.421134018280375	4	Biomarker, GeneticVariation	BeFree, CTD_human, UNIPROT
6768	ST14	suppression of tumorigenicity 14 (colon carcinoma)	umls:C1835851	Ichthyosis with hypotrichosis, autosomal recessive	0.421134018280375	5	Biomarker, GeneticVariation	BeFree, CTD_human, UNIPROT
26040	SETBP1	SET binding protein 1	umls:C0265227	Schinzel-Giedion syndrome	0.421134018280375	5	Biomarker, GeneticVariation	BeFree, CTD_human, UNIPROT
4728	NDUFS8	NADH dehydrogenase (ubiquinone) Fe-S protein 8, 23kDa (NADH-coenzyme Q reductase)	umls:C0023264	Leigh Disease	0.420850513710281	3	Biomarker, GeneticVariation	BeFree, CTD_human, UNIPROT
8625	RFXANK	regulatory factor X-associated ankyrin-containing protein	umls:C2931418	Bare lymphocyte syndrome 2	0.420850513710281	4	Biomarker, GeneticVariation	BeFree, CTD_human, UNIPROT
10653	SPINT2	serine peptidase inhibitor, Kunitz type, 2	umls:C0267663	Diarrhea 3, Secretory Sodium, Congenital	0.420850513710281	3	Biomarker, GeneticVariation	BeFree, CTD_human, UNIPROT
7054	TH	tyrosine hydroxylase	umls:C2673535	Segawa syndrome, autosomal recessive	0.420850513710281	10	Biomarker, GeneticVariation	BeFree, CTD_human, UNIPROT
3858	KRT10	keratin 10, type I	umls:C1843463	Ichthyosis, Cyclic, with Epidermolytic Hyperkeratosis	0.420850513710281	3	Biomarker, GeneticVariation	BeFree, CTD_human, UNIPROT
8659	ALDH4A1	aldehyde dehydrogenase 4 family, member A1	umls:C2931835	Hyperprolinemia type 2	0.420850513710281	4	Biomarker, GeneticVariation	BeFree, CTD_human, UNIPROT
2109	ETFB	electron-transfer-flavoprotein, beta polypeptide	umls:C0268596	Multiple Acyl Coenzyme A Dehydrogenase Deficiency	0.420850513710281	5	Biomarker, GeneticVariation	BeFree, CTD_human, UNIPROT
269	AMHR2	anti-Mullerian hormone receptor, type II	umls:C1849930	Persistent Mullerian duct syndrome	0.420850513710281	5	Biomarker, GeneticVariation	BeFree, CTD_human, UNIPROT
79053	ALG8	ALG8, alpha-1,3-glucosyltransferase	umls:C2931002	Congenital disorder of glycosylation type 1H	0.420850513710281	4	Biomarker, GeneticVariation	BeFree, CTD_human, UNIPROT
1798	DPAGT1	dolichyl-phosphate (UDP-N-acetylglucosamine) N-acetylglucosaminephosphotransferase 1 (GlcNAc-1-P transferase)	umls:C2931004	Congenital disorder of glycosylation type 1J	0.420850513710281	3	Biomarker, GeneticVariation	BeFree, CTD_human, UNIPROT
59341	TRPV4	transient receptor potential cation channel, subfamily V, member 4	umls:C1868616	Parastremmatic dwarfism	0.420850513710281	3	Biomarker, GeneticVariation	BeFree, CTD_human, UNIPROT
2778	GNAS	GNAS complex locus	umls:C0242292	McCune-Albright Syndrome	0.420773173663559	38	Biomarker, GeneticVariation	BeFree, CLINVAR, UNIPROT
3482	IGF2R	insulin-like growth factor 2 receptor	umls:C2239176	Carcinoma, Hepatocellular	0.42076427648993	15	Biomarker, GeneticVariation	BeFree, CLINVAR, CTD_human, GAD, LHGDN
11322	TMC6	transmembrane channel-like 6	umls:C0014522	Epidermodysplasia Verruciformis	0.420686281465218	12	Biomarker, GeneticVariation	BeFree, CLINVAR, CTD_human, LHGDN
8647	ABCB11	ATP-binding cassette, sub-family B (MDR/TAP), member 11	umls:C3489789	Cholestasis, progressive familial intrahepatic 2	0.420567009140187	2	Biomarker, GeneticVariation	BeFree, CTD_human, UNIPROT
627	BDNF	brain-derived neurotrophic factor	umls:C1275808	Congenital central hypoventilation syndrome	0.420567009140187	2	Biomarker, GeneticVariation	BeFree, CTD_human, UNIPROT
2657	GDF1	growth differentiation factor 1	umls:C0039685	Tetralogy of Fallot	0.420567009140187	2	Biomarker, GeneticVariation	BeFree, CTD_human, UNIPROT
4723	NDUFV1	NADH dehydrogenase (ubiquinone) flavoprotein 1, 51kDa	umls:C0023264	Leigh Disease	0.420567009140187	2	Biomarker, GeneticVariation	BeFree, CTD_human, UNIPROT
2121	EVC	Ellis van Creveld syndrome	umls:C0457013	Weyers acrofacial dysostosis	0.420567009140187	2	Biomarker, GeneticVariation	BeFree, CTD_human, UNIPROT
3887	KRT81	keratin 81, type II	umls:C0546966	Monilethrix	0.420567009140187	4	Biomarker, GeneticVariation	BeFree, CTD_human, UNIPROT
9733	SART3	squamous cell carcinoma antigen recognized by T cells 3	umls:C1867981	Porokeratosis, disseminated superficial actinic 1	0.420567009140187	2	Biomarker, GeneticVariation	BeFree, CTD_human, UNIPROT
79087	ALG12	ALG12, alpha-1,6-mannosyltransferase	umls:C2931001	Congenital disorder of glycosylation type 1G	0.420567009140187	5	Biomarker, GeneticVariation	BeFree, CTD_human, UNIPROT
84668	FAM126A	family with sequence similarity 126, member A	umls:C1864663	Leukodystrophy, Hypomyelinating, 5	0.420567009140187	3	Biomarker, GeneticVariation	BeFree, CTD_human, UNIPROT
79796	ALG9	ALG9, alpha-1,2-mannosyltransferase	umls:C2931006	Congenital disorder of glycosylation type 1L	0.420567009140187	2	Biomarker, GeneticVariation	BeFree, CTD_human, UNIPROT
59341	TRPV4	transient receptor potential cation channel, subfamily V, member 4	umls:C0751335	SPINAL MUSCULAR ATROPHY, SCAPULOPERONEAL	0.420567009140187	3	Biomarker, GeneticVariation	BeFree, CTD_human, UNIPROT
59341	TRPV4	transient receptor potential cation channel, subfamily V, member 4	umls:C1853710	Hereditary Motor And Sensory Neuropathy, Type IIC	0.420567009140187	2	Biomarker, GeneticVariation	BeFree, CTD_human, UNIPROT
7048	TGFBR2	transforming growth factor, beta receptor II (70/80kDa)	umls:C2697932	Loeys-Dietz Syndrome	0.420489669093466	39	Biomarker, GeneticVariation	BeFree, CLINVAR, CTD_human
6899	TBX1	T-box 1	umls:C1857586	Conotruncal cardiac defects	0.420283504570094	1	Biomarker, GeneticVariation	BeFree, CTD_human, UNIPROT
3426	CFI	complement factor I	umls:C3463916	Complement Factor I Deficiency	0.420283504570094	1	Biomarker, GeneticVariation	BeFree, CTD_human, UNIPROT
7372	UMPS	uridine monophosphate synthetase	umls:C0268130	Oroticaciduria 1	0.420283504570094	2	Biomarker, GeneticVariation	BeFree, CTD_human, UNIPROT
176	ACAN	aggrecan	umls:C3665488	Familial Osteochondritis Dissecans	0.420283504570094	1	Biomarker, GeneticVariation	BeFree, CTD_human, UNIPROT
2261	FGFR3	fibroblast growth factor receptor 3	umls:C0265269	Lacrimoauriculodentodigital syndrome	0.420283504570094	1	Biomarker, GeneticVariation	BeFree, CTD_human, UNIPROT
6916	TBXAS1	thromboxane A synthase 1 (platelet)	umls:C1856465	Ghosal Hematodiaphyseal Dysplasia	0.420283504570094	1	Biomarker, GeneticVariation	BeFree, CTD_human, UNIPROT
2706	GJB2	gap junction protein, beta 2, 26kDa	umls:C1865234	HID Syndrome	0.420283504570094	1	Biomarker, GeneticVariation	BeFree, CTD_human, UNIPROT
23636	NUP62	nucleoporin 62kDa	umls:C0795996	Striatonigral degeneration infantile	0.420283504570094	1	Biomarker, GeneticVariation	BeFree, CTD_human, UNIPROT
5993	RFX5	regulatory factor X, 5 (influences HLA class II expression)	umls:C2931418	Bare lymphocyte syndrome 2	0.420283504570094	2	Biomarker, GeneticVariation	BeFree, CTD_human, UNIPROT
1834	DSPP	dentin sialophosphoprotein	umls:C0399378	Dentinogenesis imperfecta, shields type 3	0.420283504570094	1	Biomarker, GeneticVariation	BeFree, CTD_human, UNIPROT
26040	SETBP1	SET binding protein 1	umls:C0349639	Leukemia, Myelomonocytic, Juvenile	0.420283504570094	1	Biomarker, GeneticVariation	BeFree, CTD_human, UNIPROT
841	CASP8	caspase 8, apoptosis-related cysteine peptidase	umls:C2239176	Carcinoma, Hepatocellular	0.420148236391145	18	Biomarker, GeneticVariation	BeFree, CLINVAR, CTD_human, LHGDN
137814	NKX2-6	NK2 homeobox 6	umls:C1857586	Conotruncal cardiac defects	0.42	1	Biomarker, GeneticVariation	CTD_human, UNIPROT
3664	IRF6	interferon regulatory factor 6	umls:C1837213	OROFACIAL CLEFT 6, SUSCEPTIBILITY TO	0.42	0	Biomarker, GeneticVariation	CTD_human, UNIPROT
4148	MATN3	matrilin 3	umls:C1837481	Spondyloepimetaphyseal Dysplasia, Matrilin-3 Related	0.42	0	Biomarker, GeneticVariation	CTD_human, UNIPROT
9517	SPTLC2	serine palmitoyltransferase, long chain base subunit 2	umls:C3150896	NEUROPATHY, HEREDITARY SENSORY AND AUTONOMIC, TYPE IC	0.42	2	Biomarker, GeneticVariation	CTD_human, UNIPROT
2255	FGF10	fibroblast growth factor 10	umls:C0265269	Lacrimoauriculodentodigital syndrome	0.42	2	Biomarker, GeneticVariation	CTD_human, UNIPROT
50846	DHH	desert hedgehog	umls:C1856273	46,XY Gonadal Dysgenesis, Complete or Partial, DHH-Related	0.42	1	Biomarker, GeneticVariation	CTD_human, UNIPROT
8842	PROM1	prominin 1	umls:C1863534	Stargardt disease 4	0.42	0	Biomarker, GeneticVariation	CTD_human, UNIPROT
8842	PROM1	prominin 1	umls:C2675210	Cone-Rod Dystrophy 12	0.42	0	Biomarker, GeneticVariation	CTD_human, UNIPROT
701	BUB1B	BUB1 mitotic checkpoint serine/threonine kinase B	umls:C1864389	PREMATURE CHROMATID SEPARATION TRAIT	0.42	0	Biomarker, GeneticVariation	CTD_human, UNIPROT
1497	CTNS	cystinosin, lysosomal cystine transporter	umls:C2931013	Cystinosis, ocular nonnephropathic	0.42	0	Biomarker, GeneticVariation	CTD_human, UNIPROT
4041	LRP5	low density lipoprotein receptor-related protein 5	umls:C1843323	Van Buchem disease type 2	0.42	0	Biomarker, GeneticVariation	CTD_human, UNIPROT
5309	PITX3	paired-like homeodomain 3	umls:C1864567	Cataract, posterior polar, 4	0.42	2	Biomarker, GeneticVariation	CTD_human, UNIPROT
55687	TRMU	tRNA 5-methylaminomethyl-2-thiouridylate methyltransferase	umls:C3278664	LIVER FAILURE, INFANTILE, TRANSIENT	0.42	1	Biomarker, GeneticVariation	CTD_human, UNIPROT
7439	BEST1	bestrophin 1	umls:C2750789	Retinitis Pigmentosa, Concentric	0.42	0	Biomarker, GeneticVariation	CTD_human, UNIPROT
8647	ABCB11	ATP-binding cassette, sub-family B (MDR/TAP), member 11	umls:C2608083	CHOLESTASIS, BENIGN RECURRENT INTRAHEPATIC, 2	0.42	0	Biomarker, GeneticVariation	CTD_human, UNIPROT
1727	CYB5R3	cytochrome b5 reductase 3	umls:C0268193	NADH cytochrome B5 reductase deficiency	0.42	9	Biomarker, GeneticVariation	CTD_human, UNIPROT
2158	F9	coagulation factor IX	umls:C2749016	Thrombophilia, X-Linked, Due To Factor Ix Defect	0.42	0	Biomarker, GeneticVariation	CTD_human, UNIPROT
718	C3	complement component 3	umls:C1969651	Macular Degeneration, Age-Related, 9	0.42	0	Biomarker, GeneticVariation	CTD_human, UNIPROT
3630	INS	insulin	umls:C1852092	Diabetes Mellitus, Insulin-Dependent, 2	0.42	0	Biomarker, GeneticVariation	CTD_human, UNIPROT
3630	INS	insulin	umls:C3150617	Maturity-onset diabetes of the young, type 10	0.42	0	Biomarker, GeneticVariation	CTD_human, UNIPROT
283	ANG	angiogenin, ribonuclease, RNase A family, 5	umls:C2678468	Amyotrophic Lateral Sclerosis 9	0.42	3	Biomarker, GeneticVariation	CTD_human, UNIPROT
611	OPN1SW	opsin 1 (cone pigments), short-wave-sensitive	umls:C1412770	TRITANOPIA	0.42	2	Biomarker, GeneticVariation	CTD_human, UNIPROT
5956	OPN1LW	opsin 1 (cone pigments), long-wave-sensitive	umls:C1419325	COLORBLINDNESS, PARTIAL, PROTAN SERIES	0.42	0	Biomarker, GeneticVariation	CTD_human, UNIPROT
2652	OPN1MW	opsin 1 (cone pigments), medium-wave-sensitive	umls:C0339537	Blue cone monochromatism	0.42	0	Biomarker, GeneticVariation	CTD_human, UNIPROT
2652	OPN1MW	opsin 1 (cone pigments), medium-wave-sensitive	umls:C1415024	COLORBLINDNESS, PARTIAL, DEUTAN SERIES	0.42	0	Biomarker, GeneticVariation	CTD_human, UNIPROT
5894	RAF1	Raf-1 proto-oncogene, serine/threonine kinase	umls:C1969056	LEOPARD syndrome, 2	0.42	0	Biomarker, GeneticVariation	CTD_human, UNIPROT
3053	SERPIND1	serpin peptidase inhibitor, clade D (heparin cofactor), member 1	umls:C0398626	Heparin Cofactor II Deficiency	0.42	3	Biomarker, GeneticVariation	CTD_human, UNIPROT
3875	KRT18	keratin 18, type I	umls:C1861556	Cirrhosis, Familial	0.42	1	Biomarker, GeneticVariation	CTD_human, UNIPROT
3856	KRT8	keratin 8, type II	umls:C1861556	Cirrhosis, Familial	0.42	1	Biomarker, GeneticVariation	CTD_human, UNIPROT
3643	INSR	insulin receptor	umls:C1864952	Hyperinsulinemic Hypoglycemia, Familial, 5	0.42	0	Biomarker, GeneticVariation	CTD_human, UNIPROT
3643	INSR	insulin receptor	umls:C0342278	Diabetes Mellitus, Insulin-Resistant, with Acanthosis Nigricans	0.42	0	Biomarker, GeneticVariation	CTD_human, UNIPROT
717	C2	complement component 2	umls:C3150275	COMPLEMENT COMPONENT 2 DEFICIENCY	0.42	2	Biomarker, GeneticVariation	CTD_human, UNIPROT
5627	PROS1	protein S (alpha)	umls:C3278211	THROMBOPHILIA DUE TO PROTEIN S DEFICIENCY, AUTOSOMAL DOMINANT	0.42	0	Biomarker, GeneticVariation	CTD_human, UNIPROT
2811	GP1BA	glycoprotein Ib (platelet), alpha polypeptide	umls:C3277076	BERNARD-SOULIER SYNDROME, TYPE A2, AUTOSOMAL DOMINANT	0.42	0	Biomarker, GeneticVariation	CTD_human, UNIPROT
669	BPGM	2,3-bisphosphoglycerate mutase	umls:C1412816	BISPHOSPHOGLYCERATE MUTASE	0.42	2	Biomarker, GeneticVariation	CTD_human, UNIPROT
4306	NR3C2	nuclear receptor subfamily 3, group C, member 2	umls:C1854631	Hypertension, Early-Onset, Autosomal Dominant, with Severe Exacerbation in Pregnancy	0.42	0	Biomarker, GeneticVariation	CTD_human, UNIPROT
6855	SYP	synaptophysin	umls:C3275408	MENTAL RETARDATION, X-LINKED 96	0.42	1	Biomarker, GeneticVariation	CTD_human, UNIPROT
282808	RAB40AL	RAB40A, member RAS oncogene family-like	umls:C1845285	Martin-Probst Deafness-Mental Retardation Syndrome	0.42	1	Biomarker, GeneticVariation	CTD_human, UNIPROT
55997	CFC1	cripto, FRL-1, cryptic family 1	umls:C1415817	HETEROTAXY, VISCERAL, 2, AUTOSOMAL	0.42	1	Biomarker, GeneticVariation	CTD_human, UNIPROT
4625	MYH7	myosin, heavy chain 7, cardiac muscle, beta	umls:C0751337	Scapuloperoneal muscular dystrophy	0.42	0	Biomarker, GeneticVariation	CTD_human, UNIPROT
4626	MYH8	myosin, heavy chain 8, skeletal muscle, perinatal	umls:C1837245	Carney Complex Variant	0.42	0	Biomarker, GeneticVariation	CTD_human, UNIPROT
673	BRAF	B-Raf proto-oncogene, serine/threonine kinase	umls:C3150971	LEOPARD SYNDROME 3	0.42	0	Biomarker, GeneticVariation	CTD_human, UNIPROT
525	ATP6V1B1	ATPase, H+ transporting, lysosomal 56/58kDa, V1 subunit B1	umls:C0403554	Renal Tubular Acidosis, Distal, with Progressive Nerve Deafness	0.42	3	Biomarker, GeneticVariation	CTD_human, UNIPROT
2623	GATA1	GATA binding protein 1 (globin transcription factor 1)	umls:C3550789	THROMBOCYTOPENIA, X-LINKED, WITH OR WITHOUT DYSERYTHROPOIETIC ANEMIA	0.42	0	Biomarker, GeneticVariation	CTD_human, UNIPROT
5447	POR	P450 (cytochrome) oxidoreductase	umls:C3150099	ANTLEY-BIXLER SYNDROME WITH GENITAL ANOMALIES AND DISORDERED STEROIDOGENESIS	0.42	0	Biomarker, GeneticVariation	CTD_human, UNIPROT
2697	GJA1	gap junction protein, alpha 1, 43kDa	umls:C3275750	ATRIOVENTRICULAR SEPTAL DEFECT 3	0.42	0	Biomarker, GeneticVariation	CTD_human, UNIPROT
6165	RPL35A	ribosomal protein L35a	umls:C2675859	Diamond-Blackfan Anemia 5	0.42	1	Biomarker, GeneticVariation	CTD_human, UNIPROT
2071	ERCC3	excision repair cross-complementation group 3	umls:C1866504	TRICHOTHIODYSTROPHY, PHOTOSENSITIVE	0.42	0	Biomarker, GeneticVariation	CTD_human, UNIPROT
7490	WT1	Wilms tumor 1	umls:C3151568	NEPHROTIC SYNDROME, TYPE 4	0.42	0	Biomarker, GeneticVariation	CTD_human, UNIPROT
2263	FGFR2	fibroblast growth factor receptor 2	umls:C0265269	Lacrimoauriculodentodigital syndrome	0.42	0	Biomarker, GeneticVariation	CTD_human, UNIPROT
2263	FGFR2	fibroblast growth factor receptor 2	umls:C1865070	Scaphocephaly, Maxillary Retrusion, And Mental Retardation	0.42	0	Biomarker, GeneticVariation	CTD_human, UNIPROT
54658	UGT1A1	UDP glucuronosyltransferase 1 family, polypeptide A1	umls:C0270210	Hyperbilirubinemia, Transient Familial Neonatal	0.42	0	Biomarker, GeneticVariation	CTD_human, UNIPROT
2261	FGFR3	fibroblast growth factor receptor 3	umls:C3665593	Nevus, Epidermal	0.42	0	Biomarker, GeneticVariation	CTD_human, UNIPROT
1296	COL8A2	collagen, type VIII, alpha 2	umls:C1852795	Corneal Dystrophy, Posterior Polymorphous, 2	0.42	0	Biomarker, GeneticVariation	CTD_human, UNIPROT
4359	MPZ	myelin protein zero	umls:C1837552	Charcot-Marie-Tooth disease, Type 2I	0.42	0	Biomarker, GeneticVariation	CTD_human, UNIPROT
2657	GDF1	growth differentiation factor 1	umls:C1857586	Conotruncal cardiac defects	0.42	0	Biomarker, GeneticVariation	CTD_human, UNIPROT
7003	TEAD1	TEA domain family member 1 (SV40 transcriptional enhancer factor)	umls:C1862382	Sveinsson Chorioretinal Atrophy	0.42	1	Biomarker, GeneticVariation	CTD_human, UNIPROT
471	ATIC	5-aminoimidazole-4-carboxamide ribonucleotide formyltransferase/IMP cyclohydrolase	umls:C1837530	AICAR Transformylase Inosine Monophosphate Cyclohydrolase Deficiency	0.42	1	Biomarker, GeneticVariation	CTD_human, UNIPROT
3897	L1CAM	L1 cell adhesion molecule	umls:C1839909	Corpus Callosum, Partial Agenesis of, X-Linked	0.42	0	Biomarker, GeneticVariation	CTD_human, UNIPROT
3239	HOXD13	homeobox D13	umls:C1862102	Brachydactyly, Type E	0.42	1	Biomarker, GeneticVariation	CTD_human, UNIPROT
6323	SCN1A	sodium channel, voltage gated, type I alpha subunit	umls:C1864987	Migraine, Familial Hemiplegic, 3	0.42	0	Biomarker, GeneticVariation	CTD_human, UNIPROT
2200	FBN1	fibrillin 1	umls:C3541518	ECTOPIA LENTIS 1, ISOLATED, AUTOSOMAL DOMINANT	0.42	0	Biomarker, GeneticVariation	CTD_human, UNIPROT
1029	CDKN2A	cyclin-dependent kinase inhibitor 2A	umls:C1835398	Sarcoma family syndrome of Li and Fraumeni	0.42	0	Biomarker, GeneticVariation	CTD_human, UNIPROT
1029	CDKN2A	cyclin-dependent kinase inhibitor 2A	umls:C1835044	MELANOMA, CUTANEOUS MALIGNANT, SUSCEPTIBILITY TO, 2	0.42	0	Biomarker, GeneticVariation	CTD_human, UNIPROT
5256	PHKA2	phosphorylase kinase, alpha 2 (liver)	umls:C1418533	phosphorylase kinase, alpha 2 (liver)	0.42	7	Biomarker, GeneticVariation	CTD_human, UNIPROT
546	ATRX	alpha thalassemia/mental retardation syndrome X-linked	umls:C0796003	Mental retardation-hypotonic facies syndrome, x-linked, 1	0.42	0	Biomarker, GeneticVariation	CTD_human, UNIPROT
6125	RPL5	ribosomal protein L5	umls:C2931850	Aase Smith syndrome 2	0.42	2	Biomarker, GeneticVariation	CTD_human, UNIPROT
5830	PEX5	peroxisomal biogenesis factor 5	umls:C3550234	PEROXISOME BIOGENESIS DISORDER 2B	0.42	1	Biomarker, GeneticVariation	CTD_human, UNIPROT
6338	SCNN1B	sodium channel, non voltage gated 1 beta subunit	umls:C2749757	Bronchiectasis With Or Without Elevated Sweat Chloride 1	0.42	0	Biomarker, GeneticVariation	CTD_human, UNIPROT
1184	CLCN5	chloride channel, voltage-sensitive 5	umls:C0403720	Nephrolithiasis, X-Linked Recessive, with Renal Failure	0.42	0	Biomarker, GeneticVariation	CTD_human, UNIPROT
1482	NKX2-5	NK2 homeobox 5	umls:C3276096	ATRIAL SEPTAL DEFECT 7 WITH OR WITHOUT ATRIOVENTRICULAR CONDUCTION DEFECTS	0.42	0	Biomarker, GeneticVariation	CTD_human, UNIPROT
1413	CRYBA4	crystallin, beta A4	umls:C3808012	CATARACT 23	0.42	1	Biomarker, GeneticVariation	CTD_human, UNIPROT
5428	POLG	polymerase (DNA directed), gamma	umls:C3149842	MITOCHONDRIAL DNA DEPLETION SYNDROME 4A (ALPERS TYPE)	0.42	0	Biomarker, GeneticVariation	CTD_human, UNIPROT
486	FXYD2	FXYD domain containing ion transport regulator 2	umls:C1835171	Hypomagnesemia 2, renal	0.42	1	Biomarker, GeneticVariation	CTD_human, UNIPROT
859	CAV3	caveolin 3	umls:C3495498	Cardiomyopathy, Familial Hypertrophic, 1	0.42	0	Biomarker, GeneticVariation	CTD_human, UNIPROT
6663	SOX10	SRY (sex determining region Y)-box 10	umls:C1836727	Peripheral Demyelinating Neuropathy, Central Dysmyelination, Waardenburg Syndrome, and Hirschsprung Disease	0.42	0	Biomarker, GeneticVariation	CTD_human, UNIPROT
6663	SOX10	SRY (sex determining region Y)-box 10	umls:C2750452	Waardenburg Syndrome, Type 4c	0.42	0	Biomarker, GeneticVariation	CTD_human, UNIPROT
70	ACTC1	actin, alpha, cardiac muscle 1	umls:C2748552	Atrial Septal Defect 5	0.42	0	Biomarker, GeneticVariation	CTD_human, UNIPROT
24	ABCA4	ATP-binding cassette, sub-family A (ABC1), member 4	umls:C3495438	Macular Degeneration, Age-Related, 2	0.42	0	Biomarker, GeneticVariation	CTD_human, UNIPROT
6005	RHAG	Rh-associated glycoprotein	umls:C1849387	Rh-Null, Regulator Type	0.42	3	Biomarker, GeneticVariation	CTD_human, UNIPROT
1294	COL7A1	collagen, type VII, alpha 1	umls:C1843761	Toenail Dystrophy, Isolated	0.42	0	Biomarker, GeneticVariation	CTD_human, UNIPROT
95	ACY1	aminoacylase 1	umls:C1835922	Aminoacylase 1 deficiency	0.42	2	Biomarker, GeneticVariation	CTD_human, UNIPROT
4760	NEUROD1	neuronal differentiation 1	umls:C1853371	MODY, Type 6	0.42	1	Biomarker, GeneticVariation	CTD_human, UNIPROT
2273	FHL1	four and a half LIM domains 1	umls:C2678027	Myopathy, Reducing Body, X-Linked, Early-Onset, Severe	0.42	0	Biomarker, GeneticVariation	CTD_human, UNIPROT
3587	IL10RA	interleukin 10 receptor, alpha	umls:C2751053	Inflammatory Bowel Disease 28, Autosomal Recessive	0.42	2	Biomarker, GeneticVariation	CTD_human, UNIPROT
775	CACNA1C	calcium channel, voltage-dependent, L type, alpha 1C subunit	umls:C2678478	Brugada Syndrome 3	0.42	0	Biomarker, GeneticVariation	CTD_human, UNIPROT
1639	DCTN1	dynactin 1	umls:C1862939	Amyotrophic lateral sclerosis 1	0.42	0	Biomarker, GeneticVariation	CTD_human, UNIPROT
6794	STK11	serine/threonine kinase 11	umls:C1336708	Testicular Germ Cell Tumor	0.42	0	Biomarker, GeneticVariation	CTD_human, UNIPROT
1261	CNGA3	cyclic nucleotide gated channel alpha 3	umls:C1857618	Achromatopsia 2	0.42	6	Biomarker, GeneticVariation	CTD_human, UNIPROT
1545	CYP1B1	cytochrome P450, family 1, subfamily B, polypeptide 1	umls:C1842028	Glaucoma 1, Open Angle, A	0.42	0	Biomarker, GeneticVariation	CTD_human, UNIPROT
9719	ADAMTSL2	ADAMTS-like 2	umls:C3278147	GELEOPHYSIC DYSPLASIA 1	0.42	2	Biomarker, GeneticVariation	CTD_human, UNIPROT
91647	ATPAF2	ATP synthase mitochondrial F1 complex assembly factor 2	umls:C3276276	MITOCHONDRIAL COMPLEX V (ATP SYNTHASE) DEFICIENCY, NUCLEAR TYPE 1	0.42	1	Biomarker, GeneticVariation	CTD_human, UNIPROT
64419	MTMR14	myotubularin related protein 14	umls:C1834558	Myopathy, Centronuclear, Autosomal Dominant	0.42	1	Biomarker, GeneticVariation	CTD_human, UNIPROT
81839	VANGL1	VANGL planar cell polarity protein 1	umls:C1838568	Sacral defect and anterior sacral meningocele	0.42	0	Biomarker, GeneticVariation	CTD_human, UNIPROT
79628	SH3TC2	SH3 domain and tetratricopeptide repeats 2	umls:C3150596	MONONEUROPATHY OF THE MEDIAN NERVE, MILD	0.42	0	Biomarker, GeneticVariation	CTD_human, UNIPROT
5257	PHKB	phosphorylase kinase, beta	umls:C0543514	Glycogen Storage Disease IXB	0.42	1	Biomarker, GeneticVariation	CTD_human, UNIPROT
27235	COQ2	coenzyme Q2 4-hydroxybenzoate polyprenyltransferase	umls:C3551954	COENZYME Q10 DEFICIENCY, PRIMARY, 1	0.42	0	Biomarker, GeneticVariation	CTD_human, UNIPROT
219844	HYLS1	hydrolethalus syndrome 1	umls:C1856016	Hydrolethalus Syndrome 1	0.42	1	Biomarker, GeneticVariation	CTD_human, UNIPROT
83872	HMCN1	hemicentin 1	umls:C1864205	Macular Degeneration, Age-Related, 1	0.42	1	Biomarker, GeneticVariation	CTD_human, UNIPROT
4838	NODAL	nodal growth differentiation factor	umls:C3495537	HETEROTAXY, VISCERAL, 5, AUTOSOMAL	0.42	2	Biomarker, GeneticVariation	CTD_human, UNIPROT
265	AMELX	amelogenin, X-linked	umls:C1845052	Amelogenesis imperfecta, hypoplastic/hypomaturation, X-linked 1	0.42	3	Biomarker, GeneticVariation	CTD_human, UNIPROT
9180	OSMR	oncostatin M receptor	umls:C0268398	Amyloidosis IX	0.42	2	Biomarker, GeneticVariation	CTD_human, UNIPROT
83552	MFRP	membrane frizzled-related protein	umls:C1836006	Nanophthalmos 2	0.42	1	Biomarker, GeneticVariation	CTD_human, UNIPROT
64135	IFIH1	interferon induced with helicase C domain 1	umls:C1857808	Diabetes Mellitus, Insulin-Dependent, 19	0.42	2	Biomarker, GeneticVariation	CTD_human, UNIPROT
85366	MYLK2	myosin light chain kinase 2	umls:C3495498	Cardiomyopathy, Familial Hypertrophic, 1	0.42	1	Biomarker, GeneticVariation	CTD_human, UNIPROT
64218	SEMA4A	sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4A	umls:C1846529	Cone-Rod Dystrophy 10	0.42	0	Biomarker, GeneticVariation	CTD_human, UNIPROT
54413	NLGN3	neuroligin 3	umls:C1845341	ASPERGER SYNDROME, X-LINKED, SUSCEPTIBILITY TO, 1	0.42	0	Biomarker, GeneticVariation	CTD_human, UNIPROT
